trial_id,trial_type,input_state,byzantine_nodes,byzantine_strategies,n_coherent_flip,n_equivocate,n_withhold,detected_nodes,n_detected,n_undetected_byz,true_all_outcomes,reported_ctrl,recovered_ctrl,M_X_true,M_Z_true,M_X_rep,M_Z_rep,M_X_rec,M_Z_rec,M_correct_before,M_correct_after,fidelity_before,fidelity_after,bell_outcome,verification_pass,p_phi_plus,noise_level,n_controllers,max_byzantine,is_trap,trap_detected,sweep_f
81,regular,psi,"[1, 2]","{2: 'withhold', 1: 'coherent_flip'}",1,0,1,[2],1,1,"[0, 0, 0, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 0, 0, 1, 1, 1]",1,0,1,1,1,1,0,0,0.30749022929922154,0.30749022929922154,,,,0.01,8,2,False,False,2
82,regular,psi,"[4, 7]","{4: 'withhold', 7: 'coherent_flip'}",1,0,1,[4],1,1,"[1, 0, 0, 0, 0, 1, 1, 0, 1, 1]","[0, 0, 0, 1, 1, 0, 0, 1]","[0, 0, 0, 1, 1, 0, 0, 1]",0,1,0,0,0,0,0,0,0.30749022281243976,0.30749022281243976,,,,0.01,8,2,False,False,2
83,regular,psi,"[1, 3]","{3: 'coherent_flip', 1: 'withhold'}",1,0,1,[1],1,1,"[0, 0, 0, 1, 1, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 1, 0, 0]",0,1,0,0,0,0,0,0,0.3074902176724134,0.3074902176724134,,,,0.01,8,2,False,False,2
84,regular,psi,"[3, 5]","{3: 'withhold', 5: 'equivocate'}",0,1,1,"[3, 5]",2,0,"[0, 0, 1, 1, 0, 1, 1, 0, 0, 0]","[1, 1, 0, 1, 0, 0, 0, 0]","[1, 1, 0, 1, 1, 0, 0, 0]",0,0,0,1,0,0,0,1,0.3074902228431323,0.9186052910910321,,,,0.01,8,2,False,False,2
85,regular,psi,"[6, 7]","{7: 'withhold', 6: 'withhold'}",0,0,2,"[6, 7]",2,0,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 1]","[1, 0, 0, 1, 0, 0, 0, 1]","[1, 0, 0, 1, 0, 0, 0, 1]",0,1,0,1,0,1,1,1,0.9186053651807541,0.9186053651807541,,,,0.01,8,2,False,False,2
86,regular,psi,"[4, 8]","{8: 'coherent_flip', 4: 'withhold'}",1,0,1,[4],1,1,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,1,0,0,0,0.46241870986357453,0.46241870986357453,,,,0.01,8,2,False,False,2
87,regular,psi,"[6, 7]","{6: 'withhold', 7: 'coherent_flip'}",1,0,1,[6],1,1,"[0, 1, 0, 0, 1, 0, 1, 1, 1, 0]","[0, 0, 1, 0, 1, 1, 0, 0]","[0, 0, 1, 0, 1, 1, 0, 0]",0,1,0,0,0,0,0,0,0.3074901765479431,0.3074901765479431,,,,0.01,8,2,False,False,2
88,regular,psi,"[4, 6]","{6: 'withhold', 4: 'coherent_flip'}",1,0,1,[6],1,1,"[0, 1, 1, 1, 1, 0, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1]",0,0,1,0,1,0,0,0,0.4624186562943737,0.4624186562943737,,,,0.01,8,2,False,False,2
89,verification,verification,"[3, 7]","{7: 'equivocate', 3: 'equivocate'}",0,2,0,"[3, 7]",2,0,"[0, 0, 0, 1, 1, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 1, 0, 1, 0]","[0, 1, 1, 0, 1, 0, 0, 0]",1,0,1,0,1,0,1,1,,,Phi+,True,0.9215037948341309,0.01,8,2,False,False,2
90,regular,psi,"[2, 6]","{6: 'equivocate', 2: 'coherent_flip'}",1,1,0,[6],1,1,"[1, 1, 0, 1, 1, 0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 1, 1, 0]","[0, 0, 1, 0, 0, 0, 1, 0]",0,1,0,1,1,1,1,0,0.9186053394413578,0.46241870577302324,,,,0.01,8,2,False,False,2
91,regular,psi,"[3, 5]","{5: 'equivocate', 3: 'withhold'}",0,1,1,"[3, 5]",2,0,"[0, 0, 1, 0, 0, 1, 0, 1, 0, 1]","[1, 0, 0, 1, 1, 1, 0, 1]","[1, 0, 0, 1, 0, 1, 0, 1]",1,1,1,0,1,1,0,1,0.3074901961321386,0.9186053394413579,,,,0.01,8,2,False,False,2
92,regular,psi,"[1, 8]","{8: 'equivocate', 1: 'equivocate'}",0,2,0,"[1, 8]",2,0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 1]","[1, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 1]",0,0,1,1,0,0,0,1,0.31148579209197264,0.9186053128601146,,,,0.01,8,2,False,False,2
93,regular,psi,"[4, 5]","{4: 'withhold', 5: 'coherent_flip'}",1,0,1,[4],1,1,"[1, 0, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 0, 1, 1, 0, 1, 0, 1]","[0, 0, 1, 1, 0, 1, 0, 1]",1,1,1,0,1,0,0,0,0.30749018061949523,0.30749018061949523,,,,0.01,8,2,False,False,2
94,regular,psi,"[4, 7]","{7: 'coherent_flip', 4: 'coherent_flip'}",2,0,0,[],0,2,"[1, 1, 0, 0, 0, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 1, 1, 0, 1]","[0, 0, 0, 0, 1, 1, 0, 1]",0,1,1,0,1,0,0,0,0.31148573754843234,0.31148573754843234,,,,0.01,8,2,False,False,2
95,regular,psi,"[4, 8]","{8: 'coherent_flip', 4: 'coherent_flip'}",2,0,0,[],0,2,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,1,0,1,0,1,1,1,0.9186053967335565,0.9186053967335565,,,,0.01,8,2,False,False,2
96,regular,psi,"[1, 4]","{1: 'withhold', 4: 'equivocate'}",0,1,1,"[1, 4]",2,0,"[1, 1, 1, 0, 0, 0, 1, 1, 0, 1]","[1, 0, 0, 1, 1, 1, 0, 1]","[1, 0, 0, 0, 1, 1, 0, 1]",1,1,0,1,1,1,0,1,0.4624187088292415,0.9186053709941584,,,,0.01,8,2,False,False,2
97,regular,psi,"[7, 8]","{7: 'equivocate', 8: 'coherent_flip'}",1,1,0,[7],1,1,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 0, 1]",1,0,0,1,0,0,0,0,0.3114857576400032,0.4624186851471672,,,,0.01,8,2,False,False,2
98,verification,verification,"[5, 7]","{7: 'coherent_flip', 5: 'coherent_flip'}",2,0,0,[],0,2,"[1, 0, 1, 0, 1, 1, 0, 1, 1, 0]","[1, 0, 1, 1, 1, 1, 0, 0]","[1, 0, 1, 1, 1, 1, 0, 0]",0,0,0,0,0,0,1,1,,,Phi+,True,0.9215038097352926,0.01,8,2,False,False,2
99,regular,psi,"[1, 8]","{1: 'equivocate', 8: 'coherent_flip'}",1,1,0,[1],1,1,"[1, 0, 0, 1, 0, 1, 1, 1, 1, 0]","[1, 1, 0, 1, 1, 1, 1, 1]","[0, 1, 0, 1, 1, 1, 1, 1]",1,1,0,0,0,1,0,0,0.31148573754843234,0.4624187105520944,,,,0.01,8,2,False,False,2
100,regular,psi,"[2, 4]","{2: 'equivocate', 4: 'equivocate'}",0,2,0,"[2, 4]",2,0,"[0, 0, 0, 1, 1, 1, 0, 0, 1, 1]","[0, 0, 1, 0, 0, 0, 1, 1]","[0, 1, 1, 1, 0, 0, 1, 1]",1,0,1,0,1,0,1,1,0.9186052846349431,0.9186052846349431,,,,0.01,8,2,False,False,2
101,regular,psi,"[1, 5]","{1: 'equivocate', 5: 'equivocate'}",0,2,0,"[1, 5]",2,0,"[1, 0, 0, 0, 0, 1, 0, 1, 1, 0]","[1, 0, 0, 1, 1, 1, 1, 0]","[0, 0, 0, 1, 0, 1, 1, 0]",0,0,0,0,0,0,1,1,0.9186053694170129,0.9186053694170129,,,,0.01,8,2,False,False,2
102,regular,psi,"[3, 4]","{3: 'withhold', 4: 'equivocate'}",0,1,1,"[3, 4]",2,0,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0]","[0, 0, 1, 1, 0, 1, 1, 0]","[0, 0, 1, 0, 0, 1, 1, 0]",1,0,0,0,1,0,0,1,0.4624186390683889,0.918605301233306,,,,0.01,8,2,False,False,2
103,verification,verification,"[2, 7]","{2: 'equivocate', 7: 'withhold'}",0,1,1,"[2, 7]",2,0,"[1, 1, 1, 0, 1, 0, 0, 1, 0, 1]","[1, 1, 1, 0, 0, 1, 0, 1]","[1, 0, 1, 0, 0, 1, 0, 1]",1,1,0,1,1,1,0,1,,,Phi+,True,0.9215037948341309,0.01,8,2,False,False,2
104,regular,psi,"[4, 7]","{4: 'equivocate', 7: 'withhold'}",0,1,1,"[4, 7]",2,0,"[0, 1, 0, 0, 0, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 1, 1, 1, 1]","[0, 0, 0, 1, 1, 1, 1, 1]",0,0,1,0,0,0,0,1,0.46241866887071137,0.9186052714309835,,,,0.01,8,2,False,False,2
105,regular,psi,"[1, 8]","{1: 'equivocate', 8: 'equivocate'}",0,2,0,"[1, 8]",2,0,"[1, 0, 0, 0, 0, 1, 0, 1, 1, 0]","[1, 0, 0, 1, 0, 1, 1, 1]","[0, 0, 0, 1, 0, 1, 1, 0]",0,0,1,1,0,0,0,1,0.3114857492495739,0.9186053694170129,,,,0.01,8,2,False,False,2
106,regular,psi,"[2, 7]","{2: 'withhold', 7: 'coherent_flip'}",1,0,1,[2],1,1,"[0, 1, 0, 0, 1, 0, 1, 0, 1, 0]","[0, 0, 1, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 1, 0, 0, 0]",1,1,1,0,1,0,0,0,0.3074901765479431,0.3074901765479431,,,,0.01,8,2,False,False,2
107,regular,psi,"[3, 4]","{4: 'coherent_flip', 3: 'coherent_flip'}",2,0,0,[],0,2,"[0, 1, 0, 1, 0, 0, 0, 1, 0, 1]","[0, 1, 1, 1, 0, 1, 0, 1]","[0, 1, 1, 1, 0, 1, 0, 1]",0,0,1,1,1,1,0,0,0.3114858218942951,0.3114858218942951,,,,0.01,8,2,False,False,2
108,regular,psi,"[1, 8]","{1: 'withhold', 8: 'withhold'}",0,0,2,"[1, 8]",2,0,"[0, 0, 0, 1, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 1, 0, 0]",1,0,1,0,1,0,1,1,0.9186052830577923,0.9186052830577923,,,,0.01,8,2,False,False,2
109,regular,psi,"[6, 7]","{6: 'equivocate', 7: 'coherent_flip'}",1,1,0,[6],1,1,"[1, 1, 1, 0, 0, 1, 1, 1, 0, 0]","[1, 0, 0, 1, 1, 0, 1, 0]","[1, 0, 0, 1, 1, 1, 1, 0]",1,1,0,0,1,0,0,0,0.3114857542820104,0.3074901769785853,,,,0.01,8,2,False,False,2
110,regular,psi,"[1, 8]","{1: 'coherent_flip', 8: 'coherent_flip'}",2,0,0,[],0,2,"[1, 1, 1, 1, 0, 1, 1, 1, 1, 0]","[0, 1, 0, 1, 1, 1, 1, 1]","[0, 1, 0, 1, 1, 1, 1, 1]",0,0,1,1,1,1,0,0,0.3114857324520449,0.3114857324520449,,,,0.01,8,2,False,False,2
111,regular,psi,"[4, 5]","{4: 'coherent_flip', 5: 'withhold'}",1,0,1,[5],1,1,"[0, 1, 1, 0, 0, 1, 0, 1, 0, 1]","[1, 0, 0, 0, 0, 1, 0, 1]","[1, 0, 0, 0, 0, 1, 0, 1]",0,1,1,1,1,1,0,0,0.4624187201570171,0.4624187201570171,,,,0.01,8,2,False,False,2
112,regular,psi,"[1, 3]","{1: 'equivocate', 3: 'equivocate'}",0,2,0,"[1, 3]",2,0,"[1, 0, 1, 0, 1, 0, 1, 1, 0, 0]","[0, 0, 0, 0, 1, 1, 0, 0]","[1, 0, 1, 0, 1, 1, 0, 0]",1,0,1,0,1,0,1,1,0.9186053094657082,0.9186053094657082,,,,0.01,8,2,False,False,2
113,regular,psi,"[4, 5]","{4: 'coherent_flip', 5: 'equivocate'}",1,1,0,[5],1,1,"[1, 0, 1, 1, 0, 0, 0, 1, 1, 1]","[1, 1, 0, 1, 1, 1, 1, 1]","[1, 1, 0, 1, 0, 1, 1, 1]",1,1,0,0,0,1,0,0,0.31148572275957687,0.4624187200275935,,,,0.01,8,2,False,False,2
114,regular,psi,"[2, 3]","{2: 'withhold', 3: 'withhold'}",0,0,2,"[2, 3]",2,0,"[0, 1, 1, 0, 0, 0, 1, 1, 0, 1]","[1, 0, 0, 0, 1, 1, 0, 1]","[1, 0, 0, 0, 1, 1, 0, 1]",1,0,1,0,1,0,1,1,0.9186052995893775,0.9186052995893775,,,,0.01,8,2,False,False,2
115,regular,psi,"[1, 3]","{3: 'coherent_flip', 1: 'withhold'}",1,0,1,[1],1,1,"[0, 0, 1, 0, 1, 1, 1, 0, 0, 0]","[1, 0, 0, 1, 1, 0, 0, 0]","[1, 0, 0, 1, 1, 0, 0, 0]",1,1,1,0,1,0,0,0,0.30749018621867125,0.30749018621867125,,,,0.01,8,2,False,False,2
116,regular,psi,"[4, 5]","{4: 'coherent_flip', 5: 'withhold'}",1,0,1,[5],1,1,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 0]","[1, 0, 0, 1, 1, 1, 0, 0]","[1, 0, 0, 1, 1, 1, 0, 0]",1,0,0,0,0,0,0,0,0.4624187016824726,0.4624187016824726,,,,0.01,8,2,False,False,2
117,regular,psi,"[2, 3]","{3: 'withhold', 2: 'equivocate'}",0,1,1,"[2, 3]",2,0,"[0, 1, 1, 0, 0, 1, 0, 1, 0, 0]","[1, 1, 0, 1, 0, 1, 0, 0]","[1, 0, 0, 1, 0, 1, 0, 0]",1,1,0,1,1,1,0,1,0.4624187201570171,0.9186053253287713,,,,0.01,8,2,False,False,2
118,regular,psi,"[3, 6]","{3: 'equivocate', 6: 'withhold'}",0,1,1,"[3, 6]",2,0,"[0, 1, 0, 1, 1, 1, 1, 0, 0, 0]","[0, 1, 0, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 1, 0, 0, 0]",1,0,1,1,1,0,0,1,0.30749024435271505,0.9186053128601146,,,,0.01,8,2,False,False,2
119,regular,psi,"[2, 3]","{3: 'equivocate', 2: 'coherent_flip'}",1,1,0,[3],1,1,"[1, 0, 0, 1, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0]",1,0,0,1,0,0,0,0,0.31148574924957395,0.46241870986357453,,,,0.01,8,2,False,False,2
120,regular,psi,"[2, 6]","{6: 'coherent_flip', 2: 'withhold'}",1,0,1,[2],1,1,"[0, 0, 1, 0, 1, 1, 0, 0, 1, 0]","[1, 0, 1, 1, 0, 1, 1, 0]","[1, 0, 1, 1, 0, 1, 1, 0]",1,1,0,1,0,1,0,0,0.4624187088292415,0.4624187088292415,,,,0.01,8,2,False,False,2
121,regular,zero,"[5, 7]","{7: 'coherent_flip', 5: 'withhold'}",1,0,1,[5],1,1,"[1, 1, 1, 0, 1, 0, 0, 0, 1, 0]","[1, 0, 1, 0, 0, 0, 0, 0]","[1, 0, 1, 0, 0, 0, 0, 0]",1,0,1,1,1,1,0,0,0.952191069009767,0.952191069009767,,,,0.01,8,2,True,False,2
122,regular,psi,"[1, 4]","{1: 'coherent_flip', 4: 'withhold'}",1,0,1,[4],1,1,"[1, 0, 1, 1, 1, 0, 1, 0, 0, 0]","[0, 1, 1, 0, 1, 0, 0, 0]","[0, 1, 1, 0, 1, 0, 0, 0]",1,0,1,1,1,1,0,0,0.30749018826736785,0.30749018826736785,,,,0.01,8,2,False,False,2
123,regular,psi,"[1, 4]","{1: 'equivocate', 4: 'coherent_flip'}",1,1,0,[1],1,1,"[0, 1, 1, 0, 1, 0, 0, 1, 0, 1]","[0, 0, 1, 1, 0, 1, 0, 1]","[1, 0, 1, 1, 0, 1, 0, 1]",1,0,0,1,0,0,0,0,0.31148578190709725,0.46241868251940643,,,,0.01,8,2,False,False,2
124,regular,psi,"[3, 5]","{3: 'coherent_flip', 5: 'coherent_flip'}",2,0,0,[],0,2,"[1, 1, 1, 0, 0, 1, 1, 0, 0, 1]","[1, 0, 1, 1, 0, 0, 0, 1]","[1, 0, 1, 1, 0, 0, 0, 1]",1,1,1,1,1,1,1,1,0.9186053394413579,0.9186053394413579,,,,0.01,8,2,False,False,2
125,regular,psi,"[5, 8]","{8: 'withhold', 5: 'equivocate'}",0,1,1,"[5, 8]",2,0,"[0, 1, 0, 0, 1, 0, 0, 1, 0, 1]","[0, 0, 1, 0, 1, 1, 0, 1]","[0, 0, 1, 0, 0, 1, 0, 1]",1,1,1,0,1,1,0,1,0.30749021455039266,0.9186052830577923,,,,0.01,8,2,False,False,2
126,regular,psi,"[1, 4]","{4: 'withhold', 1: 'equivocate'}",0,1,1,"[1, 4]",2,0,"[0, 0, 1, 1, 1, 0, 1, 0, 1, 0]","[0, 1, 1, 0, 1, 0, 1, 0]","[1, 1, 1, 0, 1, 0, 1, 0]",1,0,1,1,1,0,0,1,0.3074901826681915,0.9186053582186603,,,,0.01,8,2,False,False,2
127,regular,psi,"[2, 5]","{5: 'equivocate', 2: 'equivocate'}",0,2,0,"[2, 5]",2,0,"[1, 0, 1, 1, 0, 1, 0, 0, 0, 1]","[1, 0, 0, 1, 1, 0, 0, 1]","[1, 1, 0, 1, 0, 0, 0, 1]",1,0,0,1,1,0,0,1,0.31148577774985486,0.9186053022893833,,,,0.01,8,2,False,False,2
128,regular,psi,"[1, 3]","{1: 'coherent_flip', 3: 'coherent_flip'}",2,0,0,[],0,2,"[1, 1, 1, 1, 0, 0, 0, 1, 0, 0]","[0, 1, 1, 0, 0, 1, 0, 0]","[0, 1, 1, 0, 0, 1, 0, 0]",1,0,1,0,1,0,1,1,0.9186053255429996,0.9186053255429996,,,,0.01,8,2,False,False,2
129,regular,psi,"[1, 6]","{1: 'withhold', 6: 'equivocate'}",0,1,1,"[1, 6]",2,0,"[0, 0, 1, 1, 1, 0, 0, 0, 1, 1]","[1, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 0, 0, 0, 1, 1]",0,1,1,1,0,1,0,1,0.46241872002759354,0.9186053597958065,,,,0.01,8,2,False,False,2
130,regular,psi,"[2, 4]","{2: 'withhold', 4: 'withhold'}",0,0,2,"[2, 4]",2,0,"[1, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[0, 1, 0, 0, 1, 1, 0, 1]","[0, 1, 0, 0, 1, 1, 0, 1]",1,0,1,0,1,0,1,1,0.9186053161877411,0.9186053161877411,,,,0.01,8,2,False,False,2
131,regular,psi,"[2, 3]","{3: 'withhold', 2: 'equivocate'}",0,1,1,"[2, 3]",2,0,"[1, 1, 1, 0, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[1, 0, 1, 1, 0, 1, 0, 1]",0,1,1,1,0,1,0,1,0.46241873178382525,0.9186053369555793,,,,0.01,8,2,False,False,2
132,regular,psi,"[5, 7]","{5: 'equivocate', 7: 'withhold'}",0,1,1,"[5, 7]",2,0,"[0, 0, 1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1]",0,0,0,1,0,0,0,1,0.30749018839116493,0.9186053255429995,,,,0.01,8,2,False,False,2
133,regular,psi,"[2, 3]","{2: 'withhold', 3: 'coherent_flip'}",1,0,1,[2],1,1,"[1, 0, 0, 1, 1, 1, 1, 0, 0, 0]","[0, 1, 0, 1, 1, 0, 0, 0]","[0, 1, 0, 1, 1, 0, 0, 0]",0,1,0,0,0,0,0,0,0.3074901961321386,0.3074901961321386,,,,0.01,8,2,False,False,2
134,regular,psi,"[7, 8]","{8: 'equivocate', 7: 'coherent_flip'}",1,1,0,[8],1,1,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 1, 1]","[0, 1, 0, 0, 0, 0, 1, 0]",0,0,1,1,0,1,0,0,0.3114858218942951,0.3074902145503926,,,,0.01,8,2,False,False,2
135,regular,psi,"[2, 5]","{5: 'equivocate', 2: 'withhold'}",0,1,1,"[2, 5]",2,0,"[1, 0, 0, 1, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0, 0]","[0, 1, 1, 1, 1, 0, 0, 0]",0,1,0,0,0,1,0,1,0.3074901961321386,0.9186053394413579,,,,0.01,8,2,False,False,2
136,regular,psi,"[1, 6]","{1: 'equivocate', 6: 'withhold'}",0,1,1,"[1, 6]",2,0,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 1, 0, 0, 0]",0,0,0,1,0,0,0,1,0.307490220794434,0.9186053094657081,,,,0.01,8,2,False,False,2
137,regular,psi,"[2, 3]","{3: 'coherent_flip', 2: 'equivocate'}",1,1,0,[2],1,1,"[0, 1, 1, 1, 0, 1, 1, 0, 0, 0]","[1, 0, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]",1,0,0,1,1,1,0,0,0.31148577529444466,0.30749026115024297,,,,0.01,8,2,False,False,2
138,regular,psi,"[4, 5]","{5: 'equivocate', 4: 'coherent_flip'}",1,1,0,[5],1,1,"[0, 0, 1, 1, 1, 0, 1, 1, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 1]",1,1,0,0,0,1,0,0,0.31148572275957687,0.46241872002759354,,,,0.01,8,2,False,False,2
139,regular,psi,"[1, 7]","{7: 'equivocate', 1: 'coherent_flip'}",1,1,0,[7],1,1,"[1, 1, 1, 1, 1, 1, 0, 1, 0, 0]","[0, 1, 1, 1, 0, 1, 1, 0]","[0, 1, 1, 1, 0, 1, 0, 0]",0,1,0,1,0,0,1,0,0.9186053338421821,0.30749020173131447,,,,0.01,8,2,False,False,2
140,verification,verification,"[2, 5]","{2: 'withhold', 5: 'equivocate'}",0,1,1,"[2, 5]",2,0,"[0, 1, 1, 1, 0, 0, 1, 0, 1, 0]","[1, 1, 0, 0, 0, 0, 1, 0]","[1, 1, 0, 0, 1, 0, 1, 0]",0,1,0,0,0,1,0,1,,,Phi+,True,0.9215037650318076,0.01,8,2,False,False,2
141,regular,psi,"[3, 5]","{3: 'withhold', 5: 'equivocate'}",0,1,1,"[3, 5]",2,0,"[1, 1, 0, 1, 0, 0, 1, 1, 0, 1]","[0, 1, 0, 0, 0, 1, 0, 1]","[0, 1, 0, 0, 1, 1, 0, 1]",0,0,0,1,0,0,0,1,0.30749017146983887,0.9186053694170129,,,,0.01,8,2,False,False,2
142,regular,psi,"[3, 6]","{6: 'withhold', 3: 'coherent_flip'}",1,0,1,[6],1,1,"[0, 1, 0, 1, 1, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0, 0, 0]",1,1,1,0,1,0,0,0,0.3074902118590094,0.3074902118590094,,,,0.01,8,2,False,False,2
143,verification,verification,"[4, 6]","{6: 'withhold', 4: 'withhold'}",0,0,2,"[4, 6]",2,0,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 1]","[0, 1, 0, 0, 0, 1, 0, 1]","[0, 1, 0, 0, 0, 1, 0, 1]",1,1,1,1,1,1,1,1,,,Phi+,True,0.9215037799329693,0.01,8,2,False,False,2
144,regular,psi,"[4, 7]","{4: 'equivocate', 7: 'withhold'}",0,1,1,"[4, 7]",2,0,"[1, 1, 0, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 1]",1,0,0,0,1,0,0,1,0.4624187098635745,0.9186053694170128,,,,0.01,8,2,False,False,2
145,regular,psi,"[1, 5]","{1: 'withhold', 5: 'coherent_flip'}",1,0,1,[1],1,1,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 1, 0, 0, 0]","[1, 1, 0, 0, 1, 0, 0, 0]",0,0,0,1,0,1,0,0,0.307490211644781,0.307490211644781,,,,0.01,8,2,False,False,2
146,regular,psi,"[3, 5]","{5: 'equivocate', 3: 'equivocate'}",0,2,0,"[3, 5]",2,0,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 1, 0, 1, 1]","[0, 0, 1, 0, 0, 0, 1, 1]",1,0,1,0,1,0,1,1,0.9186052714309835,0.9186052714309835,,,,0.01,8,2,False,False,2
147,regular,psi,"[1, 5]","{5: 'equivocate', 1: 'withhold'}",0,1,1,"[1, 5]",2,0,"[1, 0, 1, 1, 0, 1, 1, 0, 1, 0]","[1, 1, 0, 1, 0, 0, 1, 0]","[1, 1, 0, 1, 1, 0, 1, 0]",0,0,0,1,0,0,0,1,0.3074902172439567,0.9186052966902077,,,,0.01,8,2,False,False,2
148,regular,psi,"[3, 7]","{3: 'withhold', 7: 'coherent_flip'}",1,0,1,[3],1,1,"[1, 1, 0, 0, 0, 0, 1, 0, 1, 1]","[0, 0, 0, 0, 1, 0, 0, 1]","[0, 0, 0, 0, 1, 0, 0, 1]",0,1,0,0,0,0,0,0,0.30749020775894703,0.30749020775894703,,,,0.01,8,2,False,False,2
149,regular,psi,"[2, 4]","{2: 'coherent_flip', 4: 'withhold'}",1,0,1,[4],1,1,"[0, 1, 0, 0, 1, 1, 0, 0, 0, 1]","[0, 1, 1, 1, 0, 0, 0, 1]","[0, 1, 1, 1, 0, 0, 0, 1]",1,1,0,1,0,1,0,0,0.4624186804975201,0.4624186804975201,,,,0.01,8,2,False,False,2
